BookComment,BookLink,BookName,BookPrice,PressName,PublishTime,TuijianPoint,WriterMsg,paiming
174841条评论,http://product.dangdang.com/23415182.html,不用说，孩子就会听——歪歪兔逆反期教育系列图画书（全8册）,¥33.70,海豚出版社,2014-03-01,99.8%推荐,歪歪兔关键期早教项目组　编绘,330
372045条评论,http://product.dangdang.com/25263044.html,复旦名师陈果：好的爱情（陈果的爱情哲学课，用哲学的方式告诉你,¥33.20,人民日报出版社,2018-04-22,100%推荐,陈果　著；读客文化 出品,331
241858条评论,http://product.dangdang.com/24194575.html,在教室说错了没关系,¥18.00,青岛出版社,2017-02-01,99.9%推荐,著 （日）莳田晋至，译 吴佳芬，绘 （日）长谷川知子,332
147374条评论,http://product.dangdang.com/24167579.html,圣女的救济（东野圭吾经典长篇小说）,¥33.70,南海出版公司,2017-01-01,100%推荐,东野圭吾 著，新经典 出品,333
68523条评论,http://product.dangdang.com/23651050.html,城南旧事,¥20.70,北京联合出版公司,2015-02-01,99.9%推荐,林海音　著,334
103941条评论,http://product.dangdang.com/23472978.html,数学原来可以这样学（畅销日本300万册，小学生家长必备。让孩子爱,¥21.80,湖南人民出版社,2014-06-01,100%推荐,野口哲典 著，博集天卷 出品,335
9778条评论,http://product.dangdang.com/25296515.html,列奥纳多·达·芬奇传：从凡人到天才的创造力密码（樊登读书推荐,¥60.40,中信出版社,2018-07-20,99.9%推荐,沃尔特·艾萨克森(Walter Isaacson),336
14098条评论,http://product.dangdang.com/25272508.html,习近平新时代中国特色社会主义思想三十讲（标准版）（2018中国好,¥20.00,学习出版社,2018-05-01,100%推荐,,337
79828条评论,http://product.dangdang.com/25261325.html,米小圈上学记三年级、四年级（套装共8册）,¥100.00,四川少儿出版社,2018-04-01,100%推荐,北猫,338
13405条评论,http://product.dangdang.com/24516880.html,黄金时代（手稿珍藏版）,¥21.00,北京十月文艺出版社,2017-04-01,99.9%推荐,王小波 著，新经典 出品,339
266896条评论,http://product.dangdang.com/24215745.html,如何阅读一本书,¥29.90,商务印书馆,2004-01-01,100%推荐,[美]莫提默·J.艾德勒  查尔斯·范多伦 著，郝明义 朱衣 译,340
97212条评论,http://product.dangdang.com/24136325.html,一辈子很长，要和有趣的人在一起,¥31.00,江苏文艺出版社,2017-01-01,100%推荐,慕容素衣 著 时代华语 出品,341
59840条评论,http://product.dangdang.com/23288237.html,三毛流浪记全集（彩图注释版）,¥75.00,少年儿童出版社,2013-06-01,99.9%推荐,张乐平 原作，上海三毛形象发展有限公司　编,342
69335条评论,http://product.dangdang.com/25282343.html,习近平用典 第一辑     团购电话：4001066666转6,¥29.70,人民日报出版社,2018-05-28,100%推荐,人民日报评论部,343
120249条评论,http://product.dangdang.com/25259950.html,小狗钱钱套装（全2册）青春有你吴泽林推荐！一个童话般的理财故事,¥38.00,四川少儿出版社,2018-04-01,100%推荐,（德）博多·舍费尔,344
15283条评论,http://product.dangdang.com/20839990.html,狼道 （第二版）,¥22.30,经济管理出版社,2010-07-01,99.7%推荐,罗宇  编著,345
47221条评论,http://product.dangdang.com/25189353.html,可复制的领导力：樊登的9堂商业课（团购，请致电400-106-6666转6,¥48.00,中信出版社,2017-12-01,100%推荐,樊登,346
212181条评论,http://product.dangdang.com/25105726.html,后来时间都与你有关（韩寒 何炅 谢娜 吴昕 戚薇 阚清子等明星推荐,¥39.00,天津人民出版社,2017-07-01,99.9%推荐,张皓宸，果麦文化 出品,347
205631条评论,http://product.dangdang.com/23509394.html,是谁嗯嗯在我的头上,¥17.90,河北教育出版社,2007-04-01,100%推荐,文：〔德〕维尔纳霍尔茨瓦特（WernerHolzwarth）　著，方素珍　译,348
64384条评论,http://product.dangdang.com/26456952.html,夏摩山谷（文艺女神袁泉推荐！庆山2019重磅长篇。充满泪水与光亮,¥55.10,江苏凤凰文艺出版社,2019-01-01,99.9%推荐,庆山（安妮宝贝），果麦文化 出品,349
20939条评论,http://product.dangdang.com/25278841.html,谁杀了她（2018精装版）,¥29.70,北京十月文艺出版社,2018-06-01,100%推荐,（日）东野圭吾 著，新经典 出品,350
27977条评论,http://product.dangdang.com/25198988.html,北野武的小酒馆,¥42.70,新星出版社,2017-12-01,100%推荐,北野武著 姜向明译,351
238701条评论,http://product.dangdang.com/25186558.html,少有人走的路：心智成熟的旅程 （白金升级版）,¥21.00,中华工商联合出版社,2017-12-01,100%推荐,斯科特·派克,352
565373条评论,http://product.dangdang.com/25160666.html,人性的弱点大全集（人性的弱点+人性的优点）（薛之谦推荐。20世纪,¥51.00,天津人民出版社,2017-08-01,100%推荐,戴尔·卡耐基，果麦文化 出品,353
84782条评论,http://product.dangdang.com/25070228.html,关键对话：如何高效能沟通（原书第2版）（珍藏版） 团购电话:400,¥42.70,机械工业出版社,2017-05-05,100%推荐,[美] 科里·帕特森、毕崇毅 译,354
25641条评论,http://product.dangdang.com/26514792.html,林徽因传：人生从来都靠自己成全,¥46.40,河北人民出版社,2019-01-31,100%推荐,,355
35946条评论,http://product.dangdang.com/25182679.html,儿童教育心理学,¥24.70,中华工商联合出版社,2017-11-01,99.9%推荐,【奥地利】阿德勒 著,356
46527条评论,http://product.dangdang.com/24008167.html,皮皮鲁和鲁西西流星系列（包含驯兔记等共9册）,¥76.30,浙江少年儿童出版社,2016-06-01,99.9%推荐,郑渊洁,357
12527条评论,http://product.dangdang.com/23691198.html,孙子兵法--中华经典藏书（平装）,¥26.30,吉林美术出版社,2015-03-01,99.9%推荐,（春秋）孙武 著 ; 刘智 译注,358
133835条评论,http://product.dangdang.com/20093876.html,为你自己读书,¥11.65,中国华侨,2007-12-01,99.6%推荐,肖卫 编著,359
203004条评论,http://product.dangdang.com/25230922.html,猜猜我是谁系列套装（全4册）,¥45.00,北京联合出版公司,2014-11-01,100%推荐,（美）尼娜兰登　　著，张芳　译,360
65063条评论,http://product.dangdang.com/24186262.html,小学生必背文言文 学生版 教育部（语文课程标准）指定篇目,¥14.50,中国少年儿童出版社,2017-02-01,99.9%推荐,张瑞征,361
55577条评论,http://product.dangdang.com/23981714.html,菊与刀（畅销全球70年，销售逾3000万册，亲切易懂的日本国民性格,¥29.80,浙江文艺出版社,2016-06-30,100%推荐,（美）鲁思·本尼迪克特，果麦文化 出品,362
77341条评论,http://product.dangdang.com/23601404.html,祈祷落幕时,¥23.70,南海出版公司,2015-01-01,99.9%推荐,东野圭吾 著，新经典 出品,363
119680条评论,http://product.dangdang.com/23455227.html,中国大历史（黄仁宇大历史观代表作）,¥26.60,生活.读书.新知三联书店,2014-05-01,100%推荐,黄仁宇,364
276771条评论,http://product.dangdang.com/23417701.html,0-4岁幼儿认知小百科（全3册),¥59.70,长江少年儿童出版社,2014-02-01,99.9%推荐,[日]吉田纯子 绘，海豚传媒，心喜阅童书 出品,365
6339条评论,http://product.dangdang.com/26921906.html,绘本花园：等爸爸回家（精）,¥27.50,长江少年儿童出版社,2019-04-01,100%推荐,乔安妮·施瓦兹　著，西德尼·史密斯　绘,366
90973条评论,http://product.dangdang.com/25206681.html,东野圭吾：假面山庄（东野圭吾烧脑长篇）,¥35.50,北京十月文艺出版社,2018-01-01,99.9%推荐,〔日〕东野圭吾 著，新经典 出品,367
115303条评论,http://product.dangdang.com/25069495.html,可爱的鼠小弟（1-22）,¥193.00,南海出版公司,2013-08-01,100%推荐,[日] 中江嘉男 文  [日]上野纪子 图， 爱心树童书  出品,368
357180条评论,http://product.dangdang.com/23741458.html,阿弥陀佛么么哒（大冰作品！畅销300万册）,¥36.10,湖南文艺出版社,2015-08-01,99.9%推荐,大冰 著，博集天卷 出品,369
327615条评论,http://product.dangdang.com/23521768.html,学会管自己（歪歪兔独立成长童话）,¥57.60,海豚出版社,2014-08-01,99.9%推荐,陈梦敏著，张文绮图,370
222581条评论,http://product.dangdang.com/22818816.html,这样跟孩子定规矩，孩子最不会抵触,¥21.20,北京联合出版公司,2012-08-01,99.8%推荐,(美)乔治·M·卡帕卡 著；读客文化 出品,371
181021条评论,http://product.dangdang.com/21054899.html,阿凡提经典故事系列丛书（全4册）,¥33.00,新疆青少年出版社,2011-04-01,99.9%推荐,艾克拜尔?吾拉木、赵世杰编著,372
50542条评论,http://product.dangdang.com/25089012.html,幼小衔接 欢迎来到一年级：幼小衔接家长手册（2017年度大众喜爱的,¥42.80,化学工业出版社,2017-06-01,100%推荐,卓立 著,373
852条评论,http://product.dangdang.com/26909871.html,学霸笔记：美国少年学霸超级笔记(全2册）,¥98.00,接力出版社,2019-03-01,100%推荐,"美国沃克曼出版公司 编著, 李巍 郭凯 译",374
5022条评论,http://product.dangdang.com/25537008.html,不可不知的人体,¥29.50,长江少年儿童出版社,2018-11-12,100%推荐,[英]约翰·范登／著；[英]蒂姆·哈钦森／绘；曹雪春／译；海豚传媒 出品,375
279523条评论,http://product.dangdang.com/25234508.html,信谊世界精选图画书·好饿的毛毛虫,¥41.20,明天出版社,2008-04-01,100%推荐,:(美) 卡尔,376
68937条评论,http://product.dangdang.com/25178748.html,少年读西游记（套装全3册）,¥44.70,青岛出版社,2017-10-20,100%推荐,张嘉骅,377
83360条评论,http://product.dangdang.com/24185602.html,杀死一只知更鸟（精装）,¥28.80,译林出版社,2017-02-01,100%推荐,哈珀·李　著,378
48415条评论,http://product.dangdang.com/23892568.html,美国金宝贝早教婴幼儿游戏(0-3岁),¥71.10,北京科学技术出版社,2016-01-01,99.9%推荐,〔美〕温蒂玛斯、〔美〕罗尼科恩莱德曼 主编，  栾晓森、史凯 译,379
153673条评论,http://product.dangdang.com/23828561.html,瓦尔登湖（瓦尔登湖畔，不只是身体的栖息之所，更是精神的沉思之,¥20.50,作家出版社,2015-12-01,99.8%推荐,（美）亨利戴维梭罗,380
69008条评论,http://product.dangdang.com/23767914.html,你好，旧时光（六周年珍藏版，套装全三册）,¥47.30,长江文艺出版社,2015-10-01,99.8%推荐,八月长安,381
45167条评论,http://product.dangdang.com/22634922.html,卡尔维诺经典：看不见的城市（精装）,¥19.70,译林出版社,2012-04-01,99.8%推荐,（意）伊塔洛·卡尔维诺  著，张密  译,382
156087条评论,http://product.dangdang.com/9224823.html,家常菜精选1288例：现代人（中餐厅店长赵薇也在看的菜谱书。畅销,¥23.90,中国轻工业出版社,2007-01-01,99%推荐,,383
8576条评论,http://product.dangdang.com/25306110.html,给忙碌者的天体物理学,¥43.80,北京联合出版有限公司,2018-07-01,99.9%推荐,(美) 尼尔·德格拉斯·泰森，未读 出品,384
126687条评论,http://product.dangdang.com/24104216.html,男孩的冒险书（少儿绘图版，全三册）,¥99.00,广西科学技术出版社,2016-11-01,99.9%推荐,【英】康恩·伊古尔登，【英】哈尔·伊古尔登,385
2647条评论,http://product.dangdang.com/26492243.html,王阳明传：知行合一的心学圣人,¥45.10,中国友谊出版公司,2019-02-28,99.8%推荐,燕山刀客 著,386
18561条评论,http://product.dangdang.com/26289074.html,法医秦明：天谴者 （法医秦明系列全新力作）,¥40.80,江苏凤凰文艺出版社,2018-12-05,100%推荐,法医秦明 著，磨铁图书 出品,387
132941条评论,http://product.dangdang.com/25261326.html,米小圈上学记四年级（套装共4册）,¥50.00,四川少儿出版社,2018-04-01,100%推荐,北猫,388
68381条评论,http://product.dangdang.com/25259304.html,我这么自律，就是为了不平庸至死（500册亲笔签名本随机发）,¥30.00,北京联合出版有限公司,2018-04-09,99.9%推荐,怀左同学,389
46054条评论,http://product.dangdang.com/26918947.html,国家宝藏礼盒版   附故宫千里江山图艺术桌垫 兰亭序描红宣纸字帖,¥69.80,四川人民出版社,2019-04-01,100%推荐,佟洵   王云松,390
326479条评论,http://product.dangdang.com/25171016.html,培生幼儿英语：预备级（升级版）,¥59.00,湖北少儿出版社,2017-11-01,100%推荐,培生集团，海豚传媒 出品,391
14874条评论,http://product.dangdang.com/24189086.html,哈佛家训全集（Ⅰ Ⅱ Ⅲ Ⅳ ⅤⅥ 全六册）[精选套装],¥143.10,中国妇女出版社,2017-03-01,99.9%推荐,（美）贝纳德 编著,392
84901条评论,http://product.dangdang.com/23761148.html,百万英镑（马克·吐温经典作品集，“马克·吐温”翻译权威张友松,¥21.00,作家出版社,2015-08-01,100%推荐,（美）马克·吐温　著，张友松　译,393
3281条评论,http://product.dangdang.com/23292260.html,永远的杨唤（全6册）,¥59.90,河北少年儿童出版社,2013-08-01,99.7%推荐,杨唤,394
165665条评论,http://product.dangdang.com/25338700.html,怀孕圣经（全新升级修订版）,¥55.90,山东科学技术出版社,2018-07-25,100%推荐,著 Anne Deans，译 李振华,395
187917条评论,http://product.dangdang.com/25252459.html,半小时漫画世界史（看半小时漫画，通五千年历史！其实是一本严谨,¥35.10,江苏凤凰文艺出版社,2018-04-20,100%推荐,陈磊（笔名：二混子） 著；读客文化 出品,396
76622条评论,http://product.dangdang.com/25187947.html,傅雷家书（部编本语文教材八年级下册推荐阅读）,¥23.30,北岳文艺出版社,2017-09-01,100%推荐,傅雷 著，麦书房出品，有容书邦 发行,397
149003条评论,http://product.dangdang.com/24028342.html,影响力（经典版）（新版）（团购，请致电400-106-6666转6）,¥33.00,北京联合出版公司,2016-09-01,99.9%推荐,（美）罗伯特·B.西奥迪尼（Robert B.Cialdini）,398
314820条评论,http://product.dangdang.com/24005779.html,好吗好的（大冰作品！畅销250万册）,¥37.00,湖南文艺出版社,2016-08-01,99.8%推荐,大冰 著，博集天卷 出品,399
11672条评论,http://product.dangdang.com/25263381.html,幻夜,¥35.80,南海出版公司,2018-05-10,100%推荐,（日）东野圭吾,400
132297条评论,http://product.dangdang.com/25261324.html,米小圈上学记三年级（套装共4册）,¥50.00,四川少儿出版社,2018-04-01,100%推荐,北猫,401
30034条评论,http://product.dangdang.com/25084928.html,一玩再玩·宝宝好习惯玩具书（套装共4册）,¥60.00,北京联合出版公司,2017-06-01,99.9%推荐,和田琴美 文，市原淳 图，孩子国 文，三水，冰糖 图,402
64080条评论,http://product.dangdang.com/24022947.html,无人生还（精装纪念版）,¥33.20,新星出版社,2016-08-01,99.9%推荐,（英）阿加莎?克里斯蒂著，夏阳译,403
125584条评论,http://product.dangdang.com/23774097.html,当我谈跑步时，我谈些什么（2015典藏版）,¥28.40,南海出版公司,2015-10-01,100%推荐,〔日〕村上春树 著  著，施小炜 译，新经典 出品,404
54273条评论,http://product.dangdang.com/23620944.html,朝花夕拾（七年级上册必读，语文新课标必读丛书，央视朗读者节目,¥24.50,天津人民出版社,2015-01-01,99.9%推荐,鲁迅，果麦文化 出品,405
272219条评论,http://product.dangdang.com/23323691.html,曹文轩文集典藏版（全7册）,¥84.00,天天出版社有限责任公司,2013-09-01,99.9%推荐,曹文轩   著,406
53986条评论,http://product.dangdang.com/22857287.html,毛泽东诗词鉴赏(手迹出处权威，可以作为语言表达之外具象化的补充,¥29.50,上海三联书店,2012-08-01,99.8%推荐,田秉锷编著,407
161120条评论,http://product.dangdang.com/22453424.html,上帝掷骰子吗？量子物理史话（科学性和故事性的完美结合，具有超,¥31.30,北京联合出版公司,2011-04-01,100%推荐,曹天元　著，磨铁图书 出品,408
63692条评论,http://product.dangdang.com/24136647.html,大卫不可以+大卫上学去+大卫惹麻烦+圣诞节到了（大卫系列全4册）,¥67.60,北京联合出版公司,2014-12-01,100%推荐,〔美〕大卫·香农David Shannon 文/图,409
93111条评论,http://product.dangdang.com/25061586.html,汤姆·索亚历险记（新课标全译本，万条读者五星好评，北大著名翻,¥14.80,浙江工商大学出版社,2017-04-01,100%推荐,〔美〕马克·吐温 著 张友松 译,410
306条评论,http://product.dangdang.com/25581665.html,尤斯伯恩玩具书·奇妙发声书·农场里边谁在吵,¥66.80,接力出版社,2019-01-01,99.7%推荐,英国尤斯伯恩出版公司,411
30755条评论,http://product.dangdang.com/25572546.html,宫西达也精选绘本（数学绘本+超人绘本+暖心绘本！第2辑，全5册）,¥44.00,青岛出版社,2018-10-26,100%推荐,（日）宫西达也 著，米雅　译,412
22160条评论,http://product.dangdang.com/25298091.html,大冰“江湖故事”系列 大冰作品全集5册,¥181.60,湖南文艺出版社,2018-06-27,99.9%推荐,"大冰 著,博集天卷 出品",413
72139条评论,http://product.dangdang.com/25274589.html,习近平用典.第二辑 团购电话4001066666转6,¥29.40,人民日报出版社,2018-05-15,100%推荐,人民日报评论部,414
55364条评论,http://product.dangdang.com/25214219.html,原声触摸发声书：听，什么声音（套装全6册）,¥141.00,中国环境出版社,2016-09-01,99.9%推荐,"YOYO出版社 著绘,步步联盟 译",415
25226条评论,http://product.dangdang.com/25204017.html,可怕的两岁,¥42.00,北京科学技术出版社,2017-12-01,100%推荐,[美]约翰·罗斯蒙德(John Rosemond) 著,416
83239条评论,http://product.dangdang.com/24156030.html,长安十二时辰（上下册）,¥75.50,湖南文艺出版社,2016-11-21,99.9%推荐,马伯庸,417
132755条评论,http://product.dangdang.com/23808814.html,鬼吹灯全集（ 套装共8册）,¥96.80,青岛出版社,2016-01-01,99.8%推荐,天下霸唱　著,418
175388条评论,http://product.dangdang.com/25236261.html,《孩子，把你的手给我》(2018年最新修订版),¥26.90,北京联合出版有限公司,2018-02-01,100%推荐,[美] 海姆·G.吉诺特 著；张雪兰 译,419
20231条评论,http://product.dangdang.com/25157989.html,了凡四训（“我命由我不由天”，曾国藩子孙必读的“人生智慧书”,¥27.20,三秦出版社,2017-09-01,99.9%推荐,袁了凡 著，译者 费勇，果麦文化 出品,420
210069条评论,http://product.dangdang.com/25110008.html,罗尔德·达尔作品典藏 查理和巧克力工厂,¥11.00,明天出版社,2017-05-23,100%推荐,罗尔德·达尔,421
35754条评论,http://product.dangdang.com/26489787.html,东野圭吾：沉睡的森林,¥29.70,南海出版公司,2019-03-01,100%推荐,（日）东野圭吾  著， 新经典  出品,422
2188条评论,http://product.dangdang.com/25580786.html,李清照：人生不过一场绚烂花事（附赠《李清照词精选》）,¥59.80,哈尔滨出版社,2018-09-01,99.4%推荐,卫淇,423
23342条评论,http://product.dangdang.com/25068051.html,红楼梦（全二册）（无障碍阅读无删节“原貌红楼梦”，脂本精校，,¥74.80,三秦出版社,2017-05-01,99.9%推荐,曹雪芹，果麦文化 出品,424
4507条评论,http://product.dangdang.com/24566793.html,球状闪电（典藏版）,¥17.80,四川科技出版社,2014-07-01,99.9%推荐,刘慈欣,425
97002条评论,http://product.dangdang.com/23997756.html,我的专注力训练游戏（全3册）,¥29.70,化学工业出版社,2016-07-01,100%推荐,[日]efuca.伊藤由香 著  胡静 译,426
157932条评论,http://product.dangdang.com/23466258.html,郑渊洁给孙女的好习惯书：十二生肖童话绘本,¥67.50,天津人民出版社,2014-05-01,99.8%推荐,郑渊洁 著,427
98250条评论,http://product.dangdang.com/25546179.html,人类简史三部曲： 人类简史+今日简史+未来简史,¥199.90,中信出版社,2018-11-01,100%推荐,尤瓦尔·赫拉利,428
17963条评论,http://product.dangdang.com/25480177.html,活好 我这样活到105岁,¥40.10,人民邮电出版社,2018-10-01,99.9%推荐,[日]日野原重明,429
9331条评论,http://product.dangdang.com/25282638.html,妈妈，他们欺负我-帮孩子解决社交难题,¥36.00,中信出版社,2018-07-01,100%推荐,（美）汤普森 科恩 凯瑟琳著，游戏力翻译组译,430
90716条评论,http://product.dangdang.com/25126136.html,骆驼祥子（新课标）老舍经典小说，更适合青少年阅读的佳本,¥13.20,浙江工商大学出版社,2017-08-01,100%推荐,老舍 著,431
362573条评论,http://product.dangdang.com/25106955.html,三毛流浪记（彩图注音读物）,¥19.00,少年儿童出版社,2017-06-01,100%推荐,张乐平   著,432
86388条评论,http://product.dangdang.com/24159864.html,史记（新课标）,¥13.20,浙江教育出版社,2017-01-01,99.9%推荐,[西汉]司马迁 著  张燕均，富强 改编,433
21784条评论,http://product.dangdang.com/26445780.html,孩子受益一生的思维力 孩子用的思维导图,¥38.80,古吴轩出版社,2019-01-20,100%推荐,杨瑜君 万玲 著  文通天下 出品,434
2944条评论,http://product.dangdang.com/25578757.html,天气预报说明天有你（《你和我的倾城时光》陈铮饰演者孟瑞全新诚,¥49.80,百花洲文艺出版社,2018-11-01,100%推荐,孟瑞，白马时光 出品,435
5975条评论,http://product.dangdang.com/25352801.html,北京法源寺（李敖作品大师珍藏版）【当当全国独家】,¥35.00,台海出版社,2018-11-01,99.9%推荐,李敖,436
32726条评论,http://product.dangdang.com/25273781.html,中国传统节日故事（全8册）,¥84.00,贵州人民出版社,2018-06-29,100%推荐,林良、管家琪等∕文 洪义男、曹俊彦等∕文,437
24466条评论,http://product.dangdang.com/25098168.html,红帽子艾米莉（共24册） 法国经典畅销绘本，助孩子轻松解决成长问,¥70.20,辽宁少年儿童出版社,2017-07-01,99.9%推荐,(法) 多米蒂耶·德普雷桑塞  著绘，邢培健  译,438
78129条评论,http://product.dangdang.com/24166592.html,李清照传：半生烟雨，半世落花,¥18.00,人民交通出版社,2016-12-01,99.9%推荐,随园散人著，交通社出品，有容书邦  发行,439
80269条评论,http://product.dangdang.com/23687866.html,见识城邦·娱乐至死,¥37.20,中信出版社,2015-05-01,100%推荐,（美）波兹曼　著，章艳　译,440
113676条评论,http://product.dangdang.com/102772.html,三国演义（上 下 ）（全二册）（1-9年级必读书单）,¥39.50,人民文学出版社,2010-09-01,99.8%推荐,罗贯中,441
2070条评论,http://product.dangdang.com/26918905.html,汗青堂丛书024·棉花帝国：一部资本主义全球史,¥85.00,民主与建设出版社,2019-03-01,100%推荐,著者：［美］斯文·贝克特 ，译者：徐轶杰、杨燕   后浪,442
10008条评论,http://product.dangdang.com/25267185.html,俗世奇人（足本）（“教育部统编《语文》推荐阅读丛书”）,¥24.60,人民文学出版社,2018-04-01,100%推荐,冯骥才,443
58540条评论,http://product.dangdang.com/25160767.html,在细雨中呼喊（新版）,¥33.00,作家出版社,2017-09-12,100%推荐,余华,444
15720条评论,http://product.dangdang.com/25160409.html,父母的语言：3000万词汇塑造更强大的学习型大脑（樊登推荐） 团购,¥38.70,机械工业出版社,2017-09-05,99.9%推荐,[美]达娜·萨斯金德，MD贝丝·萨斯金德（Beth Suskind）莱斯利·勒万特-萨斯金德、任忆译,445
61224条评论,http://product.dangdang.com/23816437.html,小王子（作者诞辰115周年双语珍藏版）,¥19.40,中国华侨出版社,2015-11-01,99.7%推荐,(法) 圣埃克苏佩里著 ; 罗成译.,446
17891条评论,http://product.dangdang.com/26922130.html,医目了然：家庭常见病中成药使用指南,¥42.83,科学技术文献出版社,2019-04-01,100%推荐,懒兔子,447
30538条评论,http://product.dangdang.com/26487439.html,妙想科学（全12册）,¥84.00,贵州人民出版社,2018-09-01,100%推荐,(美) 罗伯特·E·韦尔斯 著 ; 于姝 静博 译,448
17452条评论,http://product.dangdang.com/26440139.html,时间的礼物（是一分一秒的陪伴，累积成我们不可替代的情感。暖心,¥34.20,天津人民出版社,2018-12-01,99.9%推荐,[瑞典]弗雷德里克·巴克曼，译者：孙璐， 果麦文化 出品,449
96条评论,http://product.dangdang.com/26437024.html,性格与投资——构建自我驱动的投资组合,¥42.70,中国经济出版社,2018-12-01,100%推荐,潘添礼（新加坡） 著,450
10551条评论,http://product.dangdang.com/26436694.html,女性养生三步走：疏肝，养血，心要修,¥45.60,北京联合出版有限公司,2019-01-20,100%推荐,罗大伦,451
63076条评论,http://product.dangdang.com/25215597.html,了不起的盖茨比（我抹掉过去，只为了让爱重来！2018全新译本，诗,¥21.80,时代文艺出版社,2018-01-15,100%推荐,(美) F.S.菲兹杰拉德著，张炽恒译,452
43662条评论,http://product.dangdang.com/25125912.html,舒克贝塔传（全10册）,¥98.60,浙江少年儿童出版社,2017-08-01,100%推荐,郑渊洁,453
360359条评论,http://product.dangdang.com/23415029.html,余秋雨 文化苦旅（1-9年级必读书单）,¥36.10,长江文艺出版社,2014-03-01,99.8%推荐,余秋雨 著 时代华语 出品,454
8613条评论,http://product.dangdang.com/25283120.html,乡土中国(著名社会学家费孝通传世经典，研究中国乡土社会，传统文,¥19.60,华东师范大学出版社,2018-06-01,99.9%推荐,费孝通,455
58678条评论,http://product.dangdang.com/25265074.html,小鸡鸡的故事+乳房的故事（全2册，性教育套装2018版）,¥36.00,连环画出版社,2018-04-11,100%推荐,文 山本直英，绘 佐藤真纪子，译 蒲蒲兰,456
55194条评论,http://product.dangdang.com/25246372.html,清单人生（霍思燕推荐。巴克曼继《外婆的道歉信》新作。人生有一,¥41.20,天津人民出版社,2018-04-01,100%推荐,[瑞典]弗雷德里克·巴克曼，译者 孙璐，果麦文化 出品,457
44147条评论,http://product.dangdang.com/25193296.html,居里夫人传（初中语文课外阅读经典读本 教育部推荐中小学生新课标,¥17.40,团结出版社,2018-01-01,100%推荐,（法）玛丽.居里  著,458
25548条评论,http://product.dangdang.com/25171167.html,海子的诗（娄烨、撒贝宁、白岩松、高晓松、俞敏洪、周云蓬推荐，,¥39.90,江西人民出版社,2017-09-01,99.9%推荐,海子，果麦文化 出品,459
24503条评论,http://product.dangdang.com/25349498.html,常与同好争高下，不与傻瓜论短长（老杨的猫头鹰2018年最新作品，,¥35.40,现代出版社,2018-10-01,100%推荐,老杨的猫头鹰,460
7779条评论,http://product.dangdang.com/25299285.html,掌控：开启不疲惫、不焦虑的人生,¥52.60,北京联合出版有限公司,2018-08-01,99.8%推荐,张展晖,461
67251条评论,http://product.dangdang.com/25220963.html,见识 吴军 首部认知升级类著作,¥48.00,中信出版社,2018-03-01,100%推荐,吴军,462
36867条评论,http://product.dangdang.com/23343515.html,失落的一代：中国的上山下乡运动1968-1980（增订版）,¥48.10,中国大百科全书出版社,2013-09-01,99.8%推荐,（法）潘鸣啸　著，欧阳因　译,463
158258条评论,http://product.dangdang.com/22781388.html,思考，快与慢,¥41.40,中信出版社,2012-07-01,99.7%推荐,(美)丹尼尔卡尼曼,464
216907条评论,http://product.dangdang.com/8760675.html,心理学与生活（第16版，中文版）,¥56.40,人民邮电出版社,2003-10-01,99.6%推荐,(美)理查德.格里格,465
28925条评论,http://product.dangdang.com/25215595.html,人类群星闪耀时（《一个陌生女人的来信》作者茨威格的传记杰作，,¥21.30,时代文艺出版社,2018-01-15,100%推荐,〔奥〕斯蒂芬·茨威格 著，潘子力 高中甫 译,466
34518条评论,http://product.dangdang.com/25204889.html,硅谷工程师爸爸的超强思维训练课,¥34.20,中国妇女出版社,2018-01-01,100%推荐,憨爸,467
301382条评论,http://product.dangdang.com/23926322.html,所有失去的都会以另一种方式归来 耿帅抖音同款（随书附赠限量珍藏,¥22.80,九州出版社,2016-06-01,99.9%推荐,耿帅 著 华文天下出品,468
56271条评论,http://product.dangdang.com/23920587.html,心理营养:林文采博士的亲子教育课,¥32.60,上海社会科学院出版社,2016-03-01,100%推荐,【马来西亚】林文采 伍娜 青豆书坊 出品,469
67964条评论,http://product.dangdang.com/23664384.html,捕捉儿童敏感期+爱和自由+完整的成长 珍藏版套装 （这是一套关于,¥76.70,中国妇女出版社,2015-04-01,99.9%推荐,孙瑞雪,470
107744条评论,http://product.dangdang.com/23574068.html,向前一步(珍藏版),¥48.00,中信出版社,2014-10-01,99.9%推荐,Sheryl Sandberg,471
2861条评论,http://product.dangdang.com/27850387.html,你的情商，决定你的人生高度：情商高的人，运气都不会太差！,¥35.60,中国友谊出版公司,2019-04-01,100%推荐,[日]心屋仁之助 著，斯坦威 出品,472
11248条评论,http://product.dangdang.com/26921907.html,中国人的生存规矩（著名历史学家吴晗深度剖析中国古人的博弈法则,¥17.60,四川人民出版社,2019-03-01,99.8%推荐,吴晗 著，紫云文心 出品,473
5637条评论,http://product.dangdang.com/25577824.html,当当独家定制 成语接龙小学生版·上下全二册  大字彩图注音版 成,¥31.10,湖南教育出版社,2018-11-01,100%推荐,开心教育研究中心,474
10718条评论,http://product.dangdang.com/25272806.html,暖萌科学绘本 奇妙的昆虫世界,¥17.00,北京联合出版有限公司,2018-06-01,100%推荐,姚云志,475
